datetime,time,value,type
2025-04-23 08:51:00,08:51:00,10.9,1
2025-04-23 08:59:00,08:59:00,10.9,1
2025-04-23 09:05:00,09:05:00,11.4,0
2025-04-23 09:16:00,09:16:00,12.0,1
2025-04-23 09:17:00,09:17:00,12.0,1
2025-04-23 09:18:00,09:18:00,12.2,1
2025-04-23 09:20:00,09:20:00,11.8,0
2025-04-23 09:20:00,09:20:00,12.4,1
2025-04-23 09:28:00,09:28:00,11.9,1
2025-04-23 09:29:00,09:29:00,11.9,1
2025-04-23 09:30:00,09:30:00,11.8,1
2025-04-23 09:31:00,09:31:00,11.7,1
2025-04-23 09:32:00,09:32:00,11.7,1
2025-04-23 09:33:00,09:33:00,11.7,1
2025-04-23 09:34:00,09:34:00,11.6,1
2025-04-23 09:36:00,09:36:00,11.6,1
2025-04-23 09:36:00,09:36:00,11.4,0
2025-04-23 09:37:00,09:37:00,11.3,1
2025-04-23 09:42:00,09:42:00,10.8,1
2025-04-23 09:43:00,09:43:00,10.7,1
2025-04-23 09:51:00,09:51:00,11.4,0
2025-04-23 09:55:00,09:55:00,11.9,1
2025-04-23 09:59:00,09:59:00,12.8,1
2025-04-23 10:02:00,10:02:00,12.8,1
2025-04-23 10:06:00,10:06:00,12.3,0
2025-04-23 10:06:00,10:06:00,12.2,1
2025-04-23 10:07:00,10:07:00,12.2,1
2025-04-23 10:08:00,10:08:00,12.6,1
2025-04-23 10:21:00,10:21:00,13.1,0
2025-04-23 10:24:00,10:24:00,12.3,1
2025-04-23 10:24:00,10:24:00,12.3,1
2025-04-23 10:28:00,10:28:00,12.8,1
2025-04-23 10:29:00,10:29:00,13.2,1
2025-04-23 10:30:00,10:30:00,13.7,1
2025-04-23 10:31:00,10:31:00,14.2,1
2025-04-23 10:32:00,10:32:00,14.5,1
2025-04-23 10:34:00,10:34:00,14.8,1
2025-04-23 10:35:00,10:35:00,14.9,1
2025-04-23 10:36:00,10:36:00,13.5,0
2025-04-23 10:36:00,10:36:00,14.9,1
2025-04-23 10:37:00,10:37:00,14.7,1
2025-04-23 10:40:00,10:40:00,13.8,1
2025-04-23 10:43:00,10:43:00,12.4,1
2025-04-23 10:44:00,10:44:00,12.1,1
2025-04-23 10:46:00,10:46:00,11.8,1
2025-04-23 10:46:00,10:46:00,11.8,1
2025-04-23 10:47:00,10:47:00,11.9,1
2025-04-23 10:51:00,10:51:00,12.7,1
2025-04-23 10:51:00,10:51:00,11.7,0
2025-04-23 10:53:00,10:53:00,11.7,1
2025-04-23 10:55:00,10:55:00,11.2,1
2025-04-23 10:56:00,10:56:00,11.0,1
2025-04-23 11:01:00,11:01:00,9.4,1
2025-04-23 11:03:00,11:03:00,9.2,1
2025-04-23 11:04:00,11:04:00,9.1,1
2025-04-23 11:06:00,11:06:00,10.0,0
2025-04-23 11:21:00,11:21:00,9.4,0
2025-04-23 11:32:00,11:32:00,8.7,1
2025-04-23 11:35:00,11:35:00,8.4,1
2025-04-23 11:36:00,11:36:00,8.4,0
2025-04-23 11:36:00,11:36:00,8.2,1
2025-04-23 11:45:00,11:45:00,7.6,1
2025-04-23 11:52:00,11:52:00,7.1,0
2025-04-23 11:56:00,11:56:00,6.2,1
2025-04-23 12:07:00,12:07:00,5.9,0
2025-04-23 12:09:00,12:09:00,5.6,1
2025-04-23 12:22:00,12:22:00,4.9,0
2025-04-23 12:27:00,12:27:00,4.6,1
2025-04-23 12:27:00,12:27:00,4.6,1
2025-04-23 12:29:00,12:29:00,4.5,1
2025-04-23 12:30:00,12:30:00,4.4,1
2025-04-23 12:31:00,12:31:00,4.4,1
2025-04-23 12:32:00,12:32:00,4.4,1
2025-04-23 12:33:00,12:33:00,4.4,1
2025-04-23 12:34:00,12:34:00,4.4,1
2025-04-23 12:35:00,12:35:00,4.4,1
2025-04-23 12:36:00,12:36:00,4.4,1
2025-04-23 12:37:00,12:37:00,4.3,1
2025-04-23 12:37:00,12:37:00,4.3,1
2025-04-23 12:37:00,12:37:00,4.8,0
2025-04-23 12:38:00,12:38:00,4.2,1
2025-04-23 12:39:00,12:39:00,4.3,1
2025-04-23 12:40:00,12:40:00,4.3,1
2025-04-23 12:41:00,12:41:00,4.3,1
2025-04-23 12:42:00,12:42:00,4.3,1
2025-04-23 12:43:00,12:43:00,4.4,1
2025-04-23 12:44:00,12:44:00,4.4,1
2025-04-23 12:45:00,12:45:00,4.6,1
2025-04-23 12:46:00,12:46:00,4.7,1
2025-04-23 12:47:00,12:47:00,4.8,1
2025-04-23 12:49:00,12:49:00,5.0,1
2025-04-23 12:50:00,12:50:00,5.2,1
2025-04-23 12:51:00,12:51:00,5.4,1
2025-04-23 12:52:00,12:52:00,5.6,1
2025-04-23 12:52:00,12:52:00,6.2,0
2025-04-23 12:53:00,12:53:00,5.8,1
2025-04-23 12:54:00,12:54:00,6.3,1
2025-04-23 12:55:00,12:55:00,6.7,1
2025-04-23 12:57:00,12:57:00,7.3,1
2025-04-23 13:07:00,13:07:00,8.5,0
2025-04-23 13:19:00,13:19:00,10.3,1
2025-04-23 13:22:00,13:22:00,10.1,0
2025-04-23 13:23:00,13:23:00,10.6,1
2025-04-23 13:26:00,13:26:00,10.9,1
2025-04-23 13:29:00,13:29:00,11.6,1
2025-04-23 13:30:00,13:30:00,11.8,1
2025-04-23 13:31:00,13:31:00,11.9,1
2025-04-23 13:33:00,13:33:00,12.0,1
2025-04-23 13:36:00,13:36:00,11.5,1
2025-04-23 13:37:00,13:37:00,11.4,0
2025-04-23 13:41:00,13:41:00,12.1,1
2025-04-23 13:47:00,13:47:00,12.0,1
2025-04-23 13:53:00,13:53:00,11.8,0
2025-04-23 13:55:00,13:55:00,12.1,1
2025-04-23 14:06:00,14:06:00,10.9,1
2025-04-23 14:07:00,14:07:00,10.9,1
2025-04-23 14:07:00,14:07:00,10.8,1
2025-04-23 14:08:00,14:08:00,9.9,0
2025-04-23 14:10:00,14:10:00,10.3,1
2025-04-23 14:22:00,14:22:00,8.9,1
2025-04-23 14:23:00,14:23:00,8.3,0
2025-04-23 14:38:00,14:38:00,7.2,0
2025-04-23 14:42:00,14:42:00,6.2,1
2025-04-23 14:52:00,14:52:00,5.3,1
2025-04-23 14:53:00,14:53:00,5.8,0
2025-04-23 15:02:00,15:02:00,5.6,1
2025-04-23 15:08:00,15:08:00,5.4,0
2025-04-23 15:14:00,15:14:00,5.5,1
2025-04-23 15:23:00,15:23:00,5.3,0
2025-04-23 15:28:00,15:28:00,5.1,1
2025-04-23 15:38:00,15:38:00,5.3,0
2025-04-23 15:50:00,15:50:00,5.4,1
2025-04-23 15:53:00,15:53:00,5.5,0
2025-04-23 15:59:00,15:59:00,5.6,1
2025-04-23 16:05:00,16:05:00,5.5,1
2025-04-23 16:06:00,16:06:00,5.5,1
2025-04-23 16:09:00,16:09:00,5.4,0
2025-04-23 16:24:00,16:24:00,5.2,0
2025-04-23 16:32:00,16:32:00,5.2,1
2025-04-23 16:35:00,16:35:00,5.2,1
2025-04-23 16:39:00,16:39:00,5.2,0
2025-04-23 16:51:00,16:51:00,5.2,1
2025-04-23 16:52:00,16:52:00,5.2,1
2025-04-23 16:52:00,16:52:00,5.2,1
2025-04-23 16:53:00,16:53:00,5.2,1
2025-04-23 16:54:00,16:54:00,5.2,1
2025-04-23 16:54:00,16:54:00,5.2,0
2025-04-23 16:59:00,16:59:00,5.2,1
2025-04-23 17:00:00,17:00:00,5.2,1
2025-04-23 17:09:00,17:09:00,5.6,0
2025-04-23 17:15:00,17:15:00,5.7,1
2025-04-23 17:24:00,17:24:00,5.9,0
2025-04-23 17:39:00,17:39:00,7.1,0
2025-04-23 17:51:00,17:51:00,8.8,1
2025-04-23 17:54:00,17:54:00,8.8,0
2025-04-23 18:00:00,18:00:00,10.2,1
2025-04-23 18:10:00,18:10:00,9.2,0
2025-04-23 18:25:00,18:25:00,8.6,0
2025-04-23 18:25:00,18:25:00,8.2,1
2025-04-23 18:26:00,18:26:00,8.1,1
2025-04-23 18:37:00,18:37:00,9.9,1
2025-04-23 18:40:00,18:40:00,9.1,0
2025-04-23 18:54:00,18:54:00,9.6,1
2025-04-23 18:55:00,18:55:00,9.7,0
2025-04-23 19:05:00,19:05:00,9.9,1
2025-04-23 19:10:00,19:10:00,10.1,0
2025-04-23 19:12:00,19:12:00,10.1,1
2025-04-23 19:21:00,19:21:00,11.1,1
2025-04-23 19:25:00,19:25:00,10.8,0
2025-04-23 19:40:00,19:40:00,10.8,0
2025-04-23 19:55:00,19:55:00,10.1,0
2025-04-23 20:10:00,20:10:00,9.6,0
2025-04-23 20:24:00,20:24:00,9.2,1
2025-04-23 20:26:00,20:26:00,9.4,0
2025-04-23 20:41:00,20:41:00,9.3,0
2025-04-23 20:45:00,20:45:00,9.2,1
2025-04-23 20:45:00,20:45:00,9.2,1
2025-04-23 20:56:00,20:56:00,9.0,0
2025-04-23 21:11:00,21:11:00,8.7,0
